Account,Date,daily_PnL,win_rate,avg_trade_size,num_trades,long_short_ratio,value,classification
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-28,74.156745,1.0,286.27116279069764,43,0.30303030303030304,72.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-29,1609.679253,1.0,473.0703260869565,92,1.0909090909090908,73.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-30,240.749155,0.967741935483871,530.9594915254237,59,1.565217391304348,65.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-31,97.688169,0.5,541.9542424242425,99,0.5230769230769231,64.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-01,17.784696,1.0,632.90125,16,1.2857142857142858,66.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-02,677.276764,0.9555555555555556,548.5241111111111,90,0.5,70.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-03,846.655814,0.5217391304347826,321.5754901960784,102,1.0,74.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-04,73.451675,0.8823529411764706,628.7080701754386,57,0.5405405405405406,73.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-05,8.594753,0.8,439.9673684210526,38,0.02702702702702703,72.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-06,559.643925,0.5862068965517241,414.94607142857143,84,0.47368421052631576,76.0,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-07,289.257865,0.9117647058823529,1311.98475,40,3.0,78.0,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-08,1377.989592,0.7023809523809523,524.9171122994652,187,2.0161290322580645,70.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-09,279.587921,0.6923076923076923,498.5522105263158,95,0.9,69.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-10,-271.259943,0.6046511627906976,586.3769072164948,97,0.6724137931034483,50.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-11,71.39075800000003,0.35,484.43128205128204,39,0.6956521739130435,69.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-12,103.67729899999999,0.75,282.01,44,0.29411764705882354,62.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-13,218.429393,0.5333333333333333,540.2710447761193,67,0.717948717948718,61.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-14,992.803005,0.9259259259259259,484.3945569620253,79,0.6458333333333334,63.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-15,361.155853,0.7714285714285715,792.0838888888889,72,0.3090909090909091,70.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-16,319.22369499999996,0.7666666666666667,467.3454545454546,88,0.31343283582089554,75.0,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-17,498.16985999999997,1.0,558.7280000000001,50,0.6666666666666666,75.0,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-18,307.105046,0.8095238095238095,583.8729411764706,34,1.125,77.0,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-19,541.742729,1.0,855.0277777777778,27,1.25,77.0,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-20,2262.94445,0.8409090909090909,1131.5053030303031,66,2.473684210526316,76.0,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-21,287.821918,1.0,645.536153846154,13,2.25,76.0,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-22,2867.6138889999997,0.9459459459459459,587.97,98,0.32432432432432434,84.0,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-23,420.491149,0.8571428571428571,501.15999999999997,26,2.7142857142857144,75.0,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-24,553.5255989999999,0.9,583.839,40,2.3333333333333335,75.0,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-25,416.148576,0.9523809523809523,607.7458333333333,36,1.1176470588235294,75.0,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-26,535.938645,1.0,586.3983333333333,18,0.2857142857142857,73.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-27,1295.825632,0.8095238095238095,600.4903614457832,83,4.1875,71.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-28,475.702642,0.7714285714285715,577.776511627907,43,0.22857142857142856,72.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-29,41.935052,1.0,446.21642857142854,14,13.0,72.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-30,783.829317,0.95,634.8495454545455,44,0.1,70.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-31,488.582241,1.0,426.12614035087717,57,0.2391304347826087,76.0,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-01,526.448209,0.92,490.5812121212121,33,2.3,68.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-02,-782.6517170000001,0.7105263157894737,475.55675925925925,108,3.32,60.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-03,2440.916534,0.8690476190476191,633.5157142857142,182,1.4594594594594594,44.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-04,874.3810560000001,0.8888888888888888,389.9655882352941,34,0.7,72.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-05,32.72269,1.0,431.90000000000003,3,2.0,54.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-06,922.6724320000001,0.9375,414.6168253968254,63,1.625,49.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-07,126.11297599999999,0.9333333333333333,288.2288235294118,17,1.125,44.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-08,78.902492,1.0,532.6045454545455,22,6.333333333333333,44.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-09,378.027954,0.88,352.76931034482755,29,0.45,46.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-10,4.42722,1.0,521.32,6,0.0,43.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-11,314.918282,1.0,456.26176470588234,17,0.4166666666666667,47.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-12,117.09923500000001,0.8,661.658,5,1.5,46.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-13,534.854304,1.0,383.71595744680855,47,0.3055555555555556,50.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-14,-10.630689999999959,0.9142857142857143,315.5821276595745,47,0.34285714285714286,48.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-15,231.07204,1.0,367.2038095238095,21,1.1,50.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-16,278.922501,0.6296296296296297,396.6439024390244,41,3.1,54.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-17,19.482565,0.7142857142857143,392.2353846153846,13,2.25,51.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-18,336.64107,1.0,415.7527777777778,54,2.375,47.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-19,89.261197,0.75,303.90090909090907,22,6.333333333333333,44.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-20,168.023469,1.0,378.7576923076923,13,1.1666666666666667,49.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-21,165.776644,0.9166666666666666,301.59066666666666,15,0.6666666666666666,55.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-22,31.523152,0.4,343.53666666666663,18,0.5,49.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-23,122.057796,0.7142857142857143,369.9928571428572,7,6.0,50.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-24,437.185458,0.9166666666666666,543.7444827586207,29,6.25,49.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-25,3455.584856,0.8333333333333334,512.5179473684211,190,2.7254901960784315,25.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-26,-200.798196,0.2,603.3185714285713,28,0.16666666666666666,21.0,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-27,-195.841458,0.2,330.11833333333334,18,0.6363636363636364,10.0,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-28,933.170538,0.8666666666666667,514.1759154929578,71,1.9583333333333333,16.0,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-01,109.593094,0.6666666666666666,617.1918518518519,27,0.22727272727272727,20.0,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-02,349.12092600000005,1.0,1106.6938095238095,21,0.16666666666666666,26.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-03,376.017126,0.75,591.2160606060606,33,0.2692307692307692,33.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-04,444.266681,1.0,502.8234375,32,31.0,15.0,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-05,423.18325600000003,1.0,550.0914285714285,21,1.625,20.0,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-06,102.92652,0.75,742.9966666666666,12,0.5,25.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-07,781.670551,0.9411764705882353,463.668064516129,62,2.263157894736842,34.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-08,119.3611,1.0,449.9274193548387,31,5.2,28.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-09,0.0,0.0,827.6537500000001,8,inf,27.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-10,0.0,0.0,734.3568750000001,16,inf,20.0,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-11,266.837111,0.6666666666666666,504.60375,32,2.2,24.0,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-12,78.714444,1.0,738.5457142857142,7,0.0,34.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-13,-1.2672399999999993,0.6666666666666666,364.46555555555557,9,8.0,45.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-15,202.313183,0.967741935483871,837.4561111111111,36,0.09090909090909091,46.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-16,-6.342484000000001,0.4,569.8328571428572,7,6.0,30.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-17,-31.277088,0.0,705.3433333333334,3,0.0,32.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-19,-2.8135689999999993,0.2857142857142857,485.3908333333334,12,0.09090909090909091,32.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-20,-147.78931200000002,0.8235294117647058,769.2385,20,0.8181818181818182,49.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-21,39.1247,1.0,494.46000000000004,6,0.5,31.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-22,-1184.046158,0.0,340.78363636363633,11,0.0,32.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-23,0.0,0.0,374.475,2,0.0,30.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-24,-216.431703,0.7142857142857143,545.196,25,0.47058823529411764,45.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-25,87.95347999999998,0.3333333333333333,377.80999999999995,3,0.5,46.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-26,69.285,1.0,749.9666666666667,3,inf,47.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-30,0.0,0.0,250.07333333333335,3,inf,32.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-31,798.187528,1.0,471.555,16,15.0,34.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-01,-680.287463,0.3333333333333333,247.43947368421055,19,0.46153846153846156,34.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-02,93.006465,1.0,405.9275,4,3.0,44.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-03,7.052034,1.0,635.2357142857143,14,6.0,25.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-04,0.0,0.0,874.78,2,inf,28.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-05,-132.88134,0.9090909090909091,586.6572,25,0.19047619047619047,30.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-06,-1400.5515480000001,0.5714285714285714,661.3813333333333,15,0.6666666666666666,34.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-07,-5651.552238,0.25925925925925924,569.6545833333333,48,0.7777777777777778,23.0,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-08,-6745.027414,0.3548387096774194,700.9559523809525,42,0.5555555555555556,24.0,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-09,-3911.273892,0.5652173913043478,638.1583928571429,56,0.9310344827586207,18.0,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-10,258.032458,0.8888888888888888,520.317619047619,21,6.0,39.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-11,608.246567,0.8947368421052632,378.8592857142857,28,1.0,25.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-12,3105.920269,0.8888888888888888,550.1919512195121,41,1.7333333333333334,43.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-13,490.32631200000003,1.0,601.84,26,2.25,45.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-14,263.769257,1.0,377.75428571428574,7,6.0,31.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-16,17.022667,1.0,768.989090909091,11,10.0,29.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-17,169.67583499999998,1.0,456.538275862069,29,0.3181818181818182,30.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-19,64.128219,1.0,375.075,2,0.0,32.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-20,12.652267000000005,0.9166666666666666,580.8100000000001,21,2.5,37.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-21,-2.1503300000000003,0.625,249.97833333333332,12,3.0,39.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-22,-282.266207,0.25,343.8335714285714,14,0.16666666666666666,47.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-23,511.720343,0.9411764705882353,336.54622222222224,45,0.3235294117647059,72.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-24,350.896638,0.75,396.0429166666667,24,0.8461538461538461,63.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-25,0.0,0.0,392.83714285714285,7,0.75,60.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-26,147.607393,1.0,288.9161111111111,18,0.5,65.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-27,361.183441,0.75,370.71153846153845,13,0.625,61.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-28,146.420556,1.0,360.80111111111114,9,1.25,54.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-29,30.495403,1.0,356.9714285714286,7,0.16666666666666666,60.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-05-01,37.385304,1.0,299.0128571428572,7,0.0,53.0,Neutral
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-14,0.0,0.0,24979.8,1,inf,83.0,Extreme Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-19,7440.638159,1.0,5090.390786516854,89,1.4722222222222223,75.0,Extreme Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-20,53635.529649,0.9166666666666666,9628.82474789916,238,1.18348623853211,74.0,Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-27,357.346725,1.0,7190.583333333333,18,1.0,74.0,Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-30,2227.18659,1.0,6536.572105263158,38,0.52,65.0,Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-08,0.0,0.0,5040.074460431654,139,inf,70.0,Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-09,35352.95374,1.0,7755.243541666667,96,0.7142857142857143,69.0,Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-10,2812.7685,1.0,4195.841481481481,27,0.0,50.0,Neutral
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-12,927.412681,1.0,830.1821794871795,390,0.0,62.0,Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-13,0.0,0.0,6845.160434782609,23,inf,61.0,Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-16,13963.52,1.0,42850.549999999996,4,0.0,75.0,Extreme Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-19,1519.769822,1.0,3916.7593333333334,30,0.5,77.0,Extreme Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-20,-2427.873799,0.0,2596.646976744186,43,0.19444444444444445,76.0,Extreme Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-20,0.0,0.0,1538.4553846153844,13,inf,49.0,Neutral
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-24,856.4737299999999,1.0,5876.914634146341,41,4.857142857142857,49.0,Neutral
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-25,11271.895074,1.0,5634.781581395349,215,0.8859649122807017,25.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-26,22137.551238,1.0,8442.721599999999,50,0.0,21.0,Extreme Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-27,503.31943,1.0,8378.118333333334,12,2.0,10.0,Extreme Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-28,22299.186495,1.0,14857.899887640451,89,0.2361111111111111,16.0,Extreme Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-03,0.0,0.0,10522.962631578948,19,inf,33.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-04,0.0,0.0,5549.306774193548,155,inf,15.0,Extreme Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-06,5109.859504,1.0,9685.342,15,2.0,25.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-07,0.0,0.0,1755.7517543859651,57,inf,34.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-10,0.08712,1.0,5590.744561403509,114,113.0,20.0,Extreme Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-11,0.0,0.0,3216.501666666667,84,inf,24.0,Extreme Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-13,0.0,0.0,4349.66,15,inf,45.0,Neutral
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-20,4839.59228,1.0,3233.520923076923,195,0.2913907284768212,49.0,Neutral
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-21,0.0,0.0,1470.5794117647058,17,inf,31.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-22,4350.379248,1.0,1308.6299999999999,53,0.0,32.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-23,2897.148962,1.0,3986.6614473684212,76,1.9230769230769231,30.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-24,48946.705539,1.0,6360.884432432433,185,0.0,45.0,Neutral
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-25,30531.101000000002,1.0,12797.315200000001,50,0.0,46.0,Neutral
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-26,9261.449882,1.0,4924.3603571428575,140,0.6470588235294118,47.0,Neutral
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-29,314.6728,1.0,15232.22,23,6.666666666666667,26.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-30,5362.529222,1.0,12161.259047619047,21,0.0,32.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-31,4750.8109939999995,1.0,9463.05744680851,47,0.8076923076923077,34.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-02,444.205198,1.0,37473.885625,16,1.6666666666666667,44.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-03,0.0,0.0,16666.611,60,inf,25.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-04,0.0,0.0,8264.040980392158,51,inf,28.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-05,31134.240601999998,1.0,5175.765784313725,102,0.0,30.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-06,0.0,0.0,5508.490970873787,103,inf,34.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-07,13642.628143,1.0,7781.819788359788,189,3.725,23.0,Extreme Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-08,221.0,1.0,52275.0,3,0.5,24.0,Extreme Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-09,107892.62706,0.958041958041958,17935.84644827586,290,1.027972027972028,18.0,Extreme Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-10,84856.33534,1.0,26118.342432432433,222,1.775,39.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-11,122461.112004,1.0,24390.13621621622,74,0.0,25.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-12,0.0,0.0,16878.26676470588,68,0.0,43.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-14,21531.8321,1.0,26925.528815789472,76,2.3043478260869565,31.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-15,0.0,0.0,3354.117450980392,51,0.0,38.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-16,3088.0,1.0,166444.0,1,inf,29.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-17,-110.0,0.0,28273.666666666668,6,inf,30.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-21,-681.29819,0.0,30543.59565217391,23,0.045454545454545456,39.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-22,132.0,1.0,15215.498333333335,6,0.2,47.0,Neutral
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-23,2875.230157,0.45454545454545453,6709.732727272728,121,1.2,72.0,Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-24,459.24741,1.0,4407.6721739130435,23,22.0,63.0,Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-25,0.0,0.0,63142.666666666664,3,0.0,60.0,Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-26,47.876234000000004,1.0,6897.073170731707,41,inf,65.0,Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-30,510.0,1.0,75258.0,5,4.0,56.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-13,0.0,0.0,857.2571428571428,7,inf,81.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-14,65.480454,1.0,6066.28,1,0.0,88.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-15,338.42832,1.0,3292.47625,8,7.0,83.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-16,228.57984,1.0,4537.276666666667,6,5.0,81.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-17,429.683075,1.0,6218.810714285714,14,2.5,79.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-18,0.0,0.0,2833.491666666667,12,inf,77.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-19,0.0,0.0,2266.8775,4,inf,79.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-21,0.0,0.0,9744.18,1,inf,78.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-25,1302.916428,1.0,8159.4742857142855,7,0.0,75.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-26,20.599193,1.0,3426.62,7,6.0,81.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-27,189.192,1.0,3224.6703703703706,27,0.8,83.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-28,0.0,0.0,6671.296666666666,3,inf,80.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-29,883.097404,1.0,5794.291333333333,15,1.5,79.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-31,912.786145,1.0,3070.2276923076925,13,0.0,75.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-01,0.840939,1.0,4654.808275862069,29,6.25,79.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-02,883.760812,1.0,6072.016756756757,37,0.1935483870967742,79.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-04,0.0,0.0,2999.6165625,32,0.0,70.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-05,4444.4983010000005,1.0,17253.157,10,inf,79.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-06,236.33513399999998,1.0,4263.979375,16,0.0,75.0,Extreme Greed
